ip (hidden),IsHoneypot_new,IsCloud_old,modbusErrorRequestTime (ms),modbusReadRegister,isp_Shodan,org_Shodan,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,city,country,latitude,longitude,vulns
389,ICS,FALSE,101.358,25|2|88,,,telecom,,,,,unknown,0,23,LNAUB658 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
390,unknown,FALSE,129.141,25|2|88,,,unknown,,,,,unknown,3,29,,,,Cloyes-sur-le-Loir,France,47.9973,1.2371,
391,other,FALSE,89.38899994,0|0|0,,,telecom,Linksys WGA54G WAP,89,,,proprietary,3,28,LNSTL656 St Lambert Bloc 2,,,,France,48.8582,2.3387,
392,ICS,FALSE,120.8380001,25|2|88,,,telecom,,,,,unknown,2,30,LNSTL658 Saint Lambert bloc 1,,,,France,48.8582,2.3387,
393,other,FALSE,85.16400003,25|2|88,,,telecom,AVM FRITZ!Box FON WLAN 7170 WAP (Linux 2.6),90,,,proprietary,3,30,LNSTL656 St Lambert Bloc 1,,,,France,48.8582,2.3387,
394,ICS,FALSE,90.50300002,25|2|88,,,telecom,,,,,unknown,2,28,LNAUB659 Aubervilliers bloc 2,,,,France,48.8582,2.3387,
395,ICS,FALSE,87.63899994,25|2|88,,,telecom,Linux 3.11 - 4.1,100,,,Linux,2,29,LNMSO657 Montsouris Bloc 1,,,Paris,France,48.8628,2.3292,
396,ICS,FALSE,183.5540001,25|2|88,,,telecom,Rockwell Automation 1769-L23E-QB1 PLC,95,,"ics,vpn,self-signed",ICS,2,27,LNMSO656 Montsouris Bloc 1,,,,France,48.8582,2.3387,
397,unknown,FALSE,89.227,25|2466|3016,,,telecom,,,,,unknown,0,30,LNMSO657 Montsouris Bloc 1,,,,France,48.8582,2.3387,
398,unknown,FALSE,86.6400001,0|120|88,,,unknown,OpenBSD 4.0,92,,,Unix,0,29,"Net with internet access, web servers, mail servers...",,,Benifairo de Valldigna,Spain,39.055,-0.3033,
399,other,FALSE,86.01800013,49789|24554|545,,,unknown,Samsung M2825 printer,85,,,proprietary,1,28,Static IPv4 customers aggregated,,,Ostrava,Czechia,49.7,17.85,
400,unknown,FALSE,99.46599984,43|5|88,,,telecom,,,,,unknown,1,25,"Telefonica de Espana SAU
Red de servicios IP
Spain",,,Valdepenas,Spain,38.7621,-3.3848,
401,ICS,FALSE,144.7590001,25|2|88,,,telecom,,,,,unknown,2,27,LNAUB659 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
402,ICS,FALSE,84.16199994,25|2|88,,,telecom,Linux 3.11 - 4.1,100,,,Linux,0,30,LNPUT657 Puteaux Bloc 1,,,,France,48.8582,2.3387,
403,unknown,FALSE,86.67299986,1|1|0,,,telecom,FreeBSD 6.2-RELEASE,91,,,Unix,0,30,LNMSO658 Montsouris Bloc 2,,,,France,48.8582,2.3387,
404,unknown,FALSE,92.55100012,0|49864|88,,,telecom,Linux 3.11 - 4.1,88,,,Linux,0,30,LNAUB656 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
405,ICS,FALSE,92.51799989,25|2|88,,,telecom,,,,,unknown,0,27,LNMSO657 Montsouris Bloc 1,,,Rive-de-Gier,France,45.5307,4.6213,
406,ICS,FALSE,104.0739999,25|2|88,,,telecom,,,,,unknown,0,20,"JSC ""Zap-Sib TransTeleCom""
Komsomolqskijj Avenue, 1/4
630004, Novosibirsk",,,Novosibirsk,Russia,55.0411,82.9344,
407,ICS,FALSE,84.66400003,25|2|88,,,telecom,,,,,unknown,0,30,LNSTL657 Saint Lambert Bloc 1,,,,France,48.8582,2.3387,
408,ICS,FALSE,86.99399996,25|2|88,,,telecom,,,,,unknown,2,22,LNMSO657 Montsouris Bloc 1,,,,France,48.8582,2.3387,
409,unknown,FALSE,84.63699985,52429|15564|0,,,telecom,,,,,unknown,0,27,Telenet Operaties N.V.,,,,Belgium,50.85,4.35,
410,ICS,FALSE,105.891,25|2|88,,,telecom,,,,,unknown,0,30,LNPUT656 Puteaux Bloc 1,,,,France,48.8582,2.3387,
411,unknown,FALSE,88.22099996,25|2|88,,,unknown,Linux 2.6.32,100,,,Linux,1,30,Zalhostice,,,Rakovnik,Czechia,50.1083,13.7667,
412,ICS,FALSE,92.58200002,25|2|88,,,telecom,,,,,unknown,0,26,LNMSO655 Montsouris Bloc 2,,,,France,48.8582,2.3387,
413,other,FALSE,89.98399997,25|2|88,,,unknown,Blue Coat PacketShaper appliance,85,,,proprietary,2,30,,,,Šaľa,Slovakia,48.1513,17.8806,
414,other,FALSE,101.1289999,0|0|0,,,unknown,Fortinet FortiOS 5.0.6,92,,,proprietary,1,24,Red de servicios IP,,,,Spain,40.4172,-3.684,
415,ICS,FALSE,55.87699986,25|2|88,,,telecom,,,,VxWorks,ICS,0,22,"CHTD, Chunghwa Telecom Co.,Ltd.
Data-Bldg.6F, No.21, Sec.1, Hsin-Yi Rd.
Taipei Taiwan 100",,,Taichung,Taiwan,24.1469,120.6839,
416,other,FALSE,100.4920001,25|2|88,,,unknown,Motorola SURFboard SB5100i cable modem,93,,,proprietary,0,29,,,,San Lorenzo,Italy,45.9894,12.2719,
417,ICS,FALSE,89.80999994,25|2|88,,,telecom,Rockwell Automation 1769-L23E-QB1 PLC,88,,,ICS,2,26,LNPUT657 Puteaux Bloc 1,,,,France,48.8582,2.3387,
418,ICS,FALSE,154.1929998,25|2|88,,,telecom,Rockwell Automation 1769-L23E-QB1 PLC,88,,,ICS,2,30,LNPUT657 Puteaux Bloc 1,,,,France,48.8582,2.3387,
419,ICS,FALSE,84.67499995,75|500|525,,,telecom,Linux 2.6.32 - 2.6.33,100,,,Linux,2,30,LNAUB658 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
420,unknown,FALSE,69.39100003,28718|16905|47186,,,telecom,,,,,unknown,0,22,Compaa Dominicana de Telfonos S. A.,,,,Dominican Republic,19,-70.6667,
421,ICS,FALSE,92.58399987,25|2|88,,,telecom,Microsoft Windows Server 2008 or 2008 Beta 3,93,,,Windows,1,28,LNAUB658 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
422,ICS,FALSE,92.51999998,25|2|88,,,telecom,,,,,unknown,0,30,LNAUB659 Aubervilliers bloc 1,,,,France,48.8582,2.3387,
423,ICS,FALSE,88.59200001,25|2|88,,,telecom,Linux 2.6.22,90,,,Linux,1,22,LNSTL658 Saint Lambert bloc 1,,,Carrieres-sous-Poissy,France,48.9495,2.0407,
424,ICS,FALSE,93.95700002,25|2|88,,,telecom,,,,,unknown,0,22,LNAUB659 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
425,other,FALSE,91.32500005,0|0|0,,,telecom,Apple AirPort Extreme WAP,91,,,proprietary,2,22,LNAUB659 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
426,unknown,FALSE,69.07500005,0|2|88,,,telecom,Microsoft Windows Server 2008 or 2008 Beta 3,89,,,Windows,0,22,"AT&T Services, Inc.",,,Batesville,United States,34.2988,-89.9478,
427,other,FALSE,87.59300017,0|0|0,,,telecom,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,95,,,proprietary,1,21,Solucions Valencianes i Noves Tecnologies SL,,,Madrid,Spain,40.4165,-3.7026,
428,unknown,FALSE,62.98200011,0|2|88,,,unknown,,,,,unknown,0,28,Easton Utilities Commission,,,Easton,United States,38.7967,-76.0489,
429,ICS,FALSE,94.31599998,25|2|88,,,telecom,,,,,unknown,0,27,LNMSO659 Montsouris Bloc 2,,,,France,48.8582,2.3387,
430,unknown,FALSE,92.19700003,0|0|0,,,telecom,,,,,unknown,0,23,LNMSO656 Montsouris Bloc 1,,,Montpellier,France,43.6109,3.8772,
431,ICS,FALSE,104.05,25|2|88,,,telecom,,,,,unknown,3,27,LNPUT658 Puteaux Bloc 1,,,,France,48.8582,2.3387,
432,other,FALSE,87.76200008,25|2|88,,,telecom,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,100,,,proprietary,0,24,LNAUB658 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
433,other,FALSE,89.16700006,25|2|88,,,telecom,ZyXEL ZyWALL USG 20 or USG 50 firewall (ZyNOS 2.21),100,,,proprietary,0,30,LNMSO655 Montsouris Bloc 2,,,Massy,France,48.7269,2.283,
434,unknown,FALSE,93.74799991,3000|2|0,,,unknown,,,,,unknown,0,22,"AYUNTAMIENTO DE MOSTOLES
Internet Public Addresses",,,,Spain,40.4172,-3.684,
435,unknown,FALSE,159.441,5000|2|72,,,unknown,Linux 2.6.18 - 2.6.22,94,,,Linux,0,28,Mobile end user terminals,,,,Norway,59.95,10.75,
436,ICS,FALSE,93.30300021,25|2|88,,,telecom,,,,,unknown,0,27,LNMSO656 Montsouris Bloc 2,,,,France,48.8582,2.3387,
437,ICS,FALSE,84.82799983,25|2|88,,,telecom,,,,,unknown,0,21,LNAUB658 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
438,ICS,FALSE,103.45,25|2|88,,,telecom,,,,,unknown,2,22,LNPUT656 Puteaux Bloc 1,,,,France,48.8582,2.3387,
439,unknown,FALSE,93.33100009,13107|16771|13104,,,unknown,,,,,unknown,0,25,Red de servicios IP,,,Barcelona,Spain,41.3984,2.1741,
440,unknown,FALSE,85.96199989,0|0|0,,,telecom,,,,,unknown,0,30,LNAUB658 Aubervilliers Bloc 2,,,,France,48.8582,2.3387,
441,ICS,FALSE,92.579,25|2|88,,,telecom,Microsoft Windows Server 2008 or 2008 Beta 3,97,,,Windows,1,28,LNMSO656 Montsouris Bloc 2,,,,France,48.8582,2.3387,
442,other,FALSE,93.0250001,25|2|88,,,telecom,DD-WRT v23 (Linux 2.4.34),91,,,proprietary,1,26,LNMSO656 Montsouris Bloc 1,,,,France,48.8582,2.3387,
443,other,FALSE,109.102,0|0|0,,,unknown,Linksys BEFSR41 EtherFast router,87,,,proprietary,0,28,Red de servicios IP,,,El Casar,Spain,38.5309,-5.9251,
444,ICS,FALSE,94.38999987,25|2|88,,,telecom,,,,,unknown,0,26,"TELE2 ADSL Sweden
                ####################################
                In case of improper use, please mail
                <abuse@swip.net>
                ####################################",,,Skurup,Sweden,55.4784,13.5019,
445,unknown,FALSE,91.52100015,123|18|72,,,telecom,,,,,unknown,0,22,WieszowaNET,,,Gliwice,Poland,50.3009,18.6651,
446,unknown,FALSE,106.6980002,0|0|0,,,telecom,,,,,unknown,2,27,LNPUT656 Puteaux Bloc 1,,,,France,48.8582,2.3387,
447,other,FALSE,99.41199994,25|2|0,,,telecom,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,95,,,proprietary,0,18,"GOLDEN Telecom, Russia, Kemerovo
/3x, IP pool for xDSL Clients",,,Moscow,Russia,55.7522,37.6156,
448,unknown,FALSE,301.2,0|0|0,,,telecom,,,,,unknown,0,30,LNMSO656 Montsouris Bloc 2,,,,France,48.8582,2.3387,
449,unknown,FALSE,63.21300006,0|2|88,,,telecom,,,,,unknown,0,20,AT&T Corp.,,,Cleveland,United States,41.3862,-81.7915,
450,unknown,FALSE,103.168,25|2|13107,,,telecom,,,,,unknown,0,22,UGMK-Telecom network,,,Kemerovo,Russia,55.3333,86.0833,
451,other,FALSE,103.516,25|2|24118,,,telecom,Canon imageRUNNER C2380 or C2880i or Xerox Phaser 8860MFP printer,93,,,proprietary,0,22,UGMK-Telecom network,,,Kemerovo,Russia,55.3333,86.0833,
452,ICS,FALSE,85.06800008,25|2|88,,,telecom,,,,,unknown,0,24,TDC IP Customers,,,Copenhagen,Denmark,55.6352,12.6489,
453,other,FALSE,97.04999995,25|2|88,,,telecom,Apple AirPort Extreme WAP,91,,,proprietary,1,26,LNMSO656 Montsouris Bloc 1,,,,France,48.8582,2.3387,
454,ICS,FALSE,86.4920001,25|2|88,,,unknown,Linux 3.2 - 3.8,100,,,Linux,1,30,"""Balticom"" JSC",,,Riga,Latvia,56.95,24.1,
455,ICS,FALSE,87.87300015,25|2|88,,,telecom,,,,,unknown,0,23,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
456,ICS,FALSE,88.53200006,25|2|88,,,telecom,,,,,unknown,0,23,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
457,ICS,FALSE,88.61500001,25|2|88,,,telecom,,,,,unknown,0,22,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
458,ICS,FALSE,87.83899999,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
459,ICS,FALSE,87.47000003,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
460,ICS,FALSE,88.48699999,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
461,ICS,FALSE,88.28999996,25|2|88,,,telecom,,,,,unknown,0,30,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
462,ICS,FALSE,87.773,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
463,ICS,FALSE,87.85599995,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
464,ICS,FALSE,88.63999987,25|2|88,,,telecom,,,,,unknown,0,30,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
465,unknown,FALSE,88.81299996,0|0|0,,,telecom,,,,,unknown,0,26,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
466,ICS,FALSE,87.44499993,25|2|88,,,telecom,,,,,unknown,0,30,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
467,ICS,FALSE,88.70900011,25|2|88,,,telecom,,,,,unknown,0,30,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
468,ICS,FALSE,87.38700008,25|2|88,,,telecom,,,,,unknown,0,30,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
469,ICS,FALSE,88.37300015,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
470,ICS,FALSE,8.006999969,25|2|88,,,telecom,,,,,unknown,0,27,Aydogan Communication LTD.,,,Nicosia,Cyprus,35.1667,33.3667,
471,ICS,FALSE,88.73000002,25|2|88,,,telecom,,,,,unknown,0,26,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
472,ICS,FALSE,92.70700002,25|2|88,,,telecom,,,,,unknown,0,27,statically assigned space,,,Warsaw,Poland,52.2515,20.9989,
473,other,FALSE,90.33100009,25|2|88,,,telecom,Apple AirPort Extreme WAP,93,,,proprietary,2,27,LNAUB659 Aubervilliers Bloc 2,,,Paris,France,48.8534,2.3488,
474,unknown,FALSE,74.75700021,0|0|0,,,telecom,,,,,unknown,0,27,LNPAP656 Pointe a Pitre Bloc 1,,,Baie Mahault,Guadeloupe,16.3167,-61.0167,
475,unknown,FALSE,89.23500013,6364|2843|88,,,telecom,,,,,unknown,2,27,LNMSO655 Montsouris Bloc 1,,,,France,48.8582,2.3387,
476,ICS,FALSE,97.69799995,25|2|88,,,telecom,,,,,unknown,0,27,LNAUB656 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
477,ICS,FALSE,86.03600001,25|2|88,,,telecom,,,,,unknown,0,24,LNMSO657 Montsouris Bloc 1,,,Orry-la-Ville,France,49.1335,2.5114,
478,ICS,FALSE,75.30999994,25|2|88,,,telecom,Linux 2.6.18 - 2.6.22,86,,,Linux,0,27,LNPAP656 Pointe a Pitre Bloc 1,,,Le Gosier,Guadeloupe,16.2069,-61.4933,
479,unknown,FALSE,90.49500012,5|47|4,,,telecom,Linux 2.6.32,95,,,Linux,0,27,"Static IP assignment
DKNET, s.r.o.
Lucenec
Slovak Republic",,,Lučenec,Slovakia,48.3595,19.7628,
480,other,FALSE,61.46399999,25|2|88,,,telecom,HP LaserJet 2840 printer,98,,,proprietary,1,26,"Level 3 Parent, LLC",,,St. Petersburg,United States,27.6294,-82.7039,
481,unknown,FALSE,83.15600014,49|2|4,,,telecom,,,,,unknown,0,30,Nianet a/s,,,,Denmark,55.7123,12.0564,
482,ICS,FALSE,92.52399993,25|2|88,,,telecom,,,,,unknown,0,27,LNMSO656 Montsouris Bloc 2,,,,France,48.8582,2.3387,
483,unknown,FALSE,96.41299987,25|2|27480,,,unknown,,,,,unknown,0,27,Vertigo Plusz Kft.,,,Kistelek,Hungary,46.4725,19.9797,
484,unknown,FALSE,84.84300017,25|0|0,,,unknown,,,,,unknown,1,27,"De Walvis BV
ZWYNDRECHT",,,,Netherlands,52.3824,4.8995,
485,ICS,FALSE,105.8929999,25|2|88,,,telecom,,,,,unknown,0,30,"Telefonica de Espana SAU (NCC # 2001015139)
Red de servicios IP
Spain",,,Amposta,Spain,40.7131,0.581,
486,unknown,FALSE,96.88199997,0|0|0,,,telecom,,,,,unknown,0,24,"Telefonica de Espana SAU
Red de servicios IP
Spain
144 - 148: NCC # 2001038578
149 - 151: NCC # 2001039691",,,Reus,Spain,41.1561,1.1069,
487,unknown,FALSE,91.86400008,0|0|0,,,telecom,,,,,unknown,0,26,LNMSO655 Montsouris Bloc 1,,,,France,48.8582,2.3387,
488,ICS,FALSE,87.76999998,25|2|88,,,telecom,,,,,unknown,0,27,"Tele Caravaca S.L.
Local TV and ISP Provider",,,Caravaca,Spain,38.0823,-1.9868,
489,other,FALSE,131.2539999,0|0|0,,,telecom,IPCop 2 firewall (Linux 3.4),91,,,proprietary,0,19,"ADSL-PRO
Belgacom ISP SA/NV",,,Brussels,Belgium,50.8466,4.3528,
490,unknown,FALSE,91.99600005,25|0|0,,,unknown,Linux 2.6.32,95,,,Linux,4,26,customer,,,Liptovska Tepla,Slovakia,49.1025,19.4097,
491,unknown,FALSE,85.13100004,2179|3992|11,,,telecom,,,,,unknown,0,30,"eircom Ltd
IP network infrastructure
Ireland
** Send spam/hack/virus complaints to abuse@eircom.net
** Complaints sent to the contacts listed below will not be
** acted on!",,,Waterford,Ireland,52.2583,-7.1119,
492,ICS,FALSE,92.796,0|0|0,,,telecom,AVtech Room Alert 26W environmental monitor,88,,,ICS,0,30,LNMSO656 Montsouris Bloc 1,,,Paris,France,48.8534,2.3488,
493,ICS,FALSE,98.09000015,25|2|88,,,telecom,Linux 3.2,94,,,Linux,3,23,LNSTL658 Saint Lambert bloc 1,,,,France,48.8582,2.3387,
494,other,FALSE,98.20300007,25|2|88,,,telecom,Linksys BEFSR41 EtherFast router,85,,,proprietary,1,24,LNSTL658 Saint Lambert bloc 2,,,Touquin,France,48.735,3.0122,
495,unknown,FALSE,89.72099996,0|2|88,,,telecom,FreeBSD 6.2-RELEASE,86,,,Unix,1,21,EDPnet,,,Izegem,Belgium,50.9167,3.2,
496,ICS,FALSE,104.9630001,25|2|88,,,telecom,,,,,unknown,1,21,LNSTL658 Saint Lambert bloc 2,,,,France,48.8582,2.3387,
497,other,FALSE,98.41799998,0|0|0,,,telecom,Linksys BEFSR41 EtherFast router,85,,,proprietary,0,30,LNSTL656 St Lambert Bloc 1,,,,France,48.8582,2.3387,
498,ICS,FALSE,92.83400011,25|2|88,,,telecom,,,,,unknown,1,30,LNPUT657 Puteaux Bloc 2,,,Paris,France,48.8628,2.3292,
499,ICS,FALSE,85.14100003,25|2|88,,,telecom,AVtech Room Alert 26W environmental monitor,85,,,ICS,0,30,"OVH Telecom
DSL static IP
http://www.ovh.fr",,,Winnezeele,France,50.841,2.5512,
500,ICS,FALSE,96.94099998,25|2|88,,,telecom,AVtech Room Alert 26W environmental monitor,88,,,ICS,0,29,"ZA RN 968
21110
BRETENIERE",,,,France,48.8582,2.3387,
501,ICS,FALSE,103.8079998,25|2|88,,,telecom,,,,,unknown,0,30,LNSTL658 Saint Lambert bloc 2,,,,France,48.8582,2.3387,
502,ICS,FALSE,100.9300001,25|2|88,,,telecom,AVtech Room Alert 26W environmental monitor,85,,,ICS,0,30,LNSTL656 St Lambert Bloc 2,,,,France,48.8582,2.3387,
503,unknown,FALSE,93.07500005,20|42|4,,,telecom,Linux 2.6.32,95,,,Linux,3,24,"Static IP assignment
Slovak Telekom",,,"Ipel""ske Predmostie",Slovakia,48.0625,19.0559,
504,unknown,FALSE,85.56999993,41|49|4,,,telecom,Linux 2.6.32,93,,,Linux,1,28,skvely.net - NAT 1:1 adresy pro zakazniky,,,Slany,Czechia,50.2333,14.1,
505,ICS,FALSE,61.91600013,25|2|88,,,telecom,,,,,unknown,0,30,"TOT Public Company Limited
Zone A, 6th Floor, Building 1
Swicthing and Network Interconnection System Standard Sector
TOT Public Company
89/2 Moo 3 Chaengwatthana Road",,,,Thailand,13.75,100.4667,
506,ICS,FALSE,90.65300012,25|2|88,,,telecom,Linux 2.6.18 - 2.6.22,98,,,Linux,0,27,LNAUB656 Aubervilliers Bloc 1,,,,France,48.8582,2.3387,
507,unknown,FALSE,25.25500011,82|2|88,,,telecom,,,,,unknown,0,23,"PT TELKOM INDONESIA
                Menara Multimedia Lt.7
                Jl. Kebon sirih No.12
                JAKARTA",,,Jakarta,Indonesia,-6.1744,106.8294,
508,other,FALSE,107.753,25|2|88,,,telecom,Grandstream GXV3275 video phone,89,,,proprietary,1,21,LNMSO657 Montsouris Bloc 1,,,,France,48.8582,2.3387,
509,other,FALSE,89.66000009,25|2|88,,,unknown,Samsung M2825 printer,85,,,proprietary,0,21,Spesialgrossisten Troye AS,,,Bergen,Norway,60.3911,5.3247,
510,ICS,FALSE,83.11500001,25|2|88,,,telecom,Linux 2.4.21,88,,,Linux,1,21,Pe3ny Net s.r.o.,,,Prague,Czechia,50.05,14.4,
511,ICS,FALSE,61.75900006,25|2|88,,,telecom,,,,,unknown,1,21,Service Provider Corporation,,,,United States,37.751,-97.822,
512,ICS,FALSE,61.6099999,25|2|88,,,telecom,,,,,unknown,1,22,Service Provider Corporation,,,,United States,37.751,-97.822,
513,ICS,FALSE,61.84899998,25|2|88,,,telecom,,,,,unknown,1,22,Service Provider Corporation,,,,United States,37.751,-97.822,
514,ICS,FALSE,61.73300004,25|2|88,,,telecom,,,,,unknown,1,22,Service Provider Corporation,,,,United States,37.751,-97.822,
515,other,FALSE,71.8599999,25|2|88,,,telecom,DEC OSF/1 V4.0,87,,,Unix,0,22,Service Provider Corporation,,,,United States,37.751,-97.822,
516,ICS,FALSE,80.10500002,25|2|88,,,telecom,AVtech Room Alert 26W environmental monitor,90,,,ICS,0,22,Service Provider Corporation,,,,United States,37.751,-97.822,
517,ICS,FALSE,94.84700012,25|2|88,,,telecom,AVtech Room Alert 26W environmental monitor,86,,,ICS,0,23,Service Provider Corporation,,,,United States,37.751,-97.822,
518,other,FALSE,93.28200006,25|2|88,,,telecom,DEC OSF/1 V4.0,86,,,Unix,0,22,Service Provider Corporation,,,,United States,37.751,-97.822,
519,other,FALSE,96.81399989,25|2|88,,,telecom,DEC OSF/1 V4.0,86,,,Unix,0,23,Service Provider Corporation,,,,United States,37.751,-97.822,
520,ICS,FALSE,571.5650001,25|2|88,,,unknown,Espressif ESP8266 WiFi system-on-a-chip,86,,,ICS,1,25,"Drienerlolaan 5
P.O. Box 217
NL - 7500 AE Enschede",,,Enschede,Netherlands,52.22,6.9009,
521,other,FALSE,598.9349999,0|0|0,,,unknown,HP Brocade 4Gb SAN switch or,97,,,proprietary,0,30,,,,,Croatia,45.1667,15.5,
522,ICS,FALSE,101.5079999,25|2|88,,,telecom,,,,,unknown,2,22,"GPRS pool for APN fixedIP.msk
Moscow Branch of OJSC MegaFon",,,Moscow,Russia,55.7522,37.6156,
523,ICS,FALSE,107.2480001,25|2|88,,,telecom,,,,,unknown,2,22,"Orange Romania
Mobile Internet",,,Voluntari,Romania,44.49,26.1734,
524,ICS,FALSE,100.529,25|2|88,,,telecom,,,,,unknown,3,21,NOS COMUNICACOES S.A.,,,Lisbon,Portugal,38.7167,-9.1333,
525,other,FALSE,145.118,25|2|88,,,telecom,OpenWrt Kamikaze 8.09 (Linux 2.6.25.20),100,,,proprietary,3,30,TELUS Communications Inc.,,,,Canada,43.6319,-79.3716,
526,unknown,FALSE,102.882,0|0|0,,,unknown,Linux 3.11 - 4.1,91,,,Linux,2,21,,,,,Spain,40.4172,-3.684,
527,unknown,FALSE,107.1949999,25|2|22528,,,unknown,,,,,unknown,1,25,,,,,Spain,40.4172,-3.684,
528,ICS,FALSE,86.92400002,25|2|88,,,telecom,Linux 3.2,100,,,Linux,0,30,Syd Energi internet - DHCP pooled,,,Aabenraa,Denmark,55.0443,9.4174,
529,unknown,FALSE,615.5580001,0|0|0,,,telecom,,,,,unknown,0,30,"SiOL d.o.o. (Slovenia Online)
ISP in Slovenia
Cigaletova 15
1000 Ljubljana, Slovenia",,,Ljubljana,Slovenia,46.0511,14.5051,
530,ICS,FALSE,61.91899991,25|2|88,,,telecom,,,,,unknown,1,22,Service Provider Corporation,,,,United States,37.751,-97.822,
531,unknown,FALSE,103.069,0|0|0,,,telecom,,,,,unknown,1,22,"Orange Romania
Mobile Internet",,,,Romania,46,25,
532,other,FALSE,99.58800006,39|2|274,,,telecom,Huawei Secospace USG6680 firewall,91,,,proprietary,0,21,NOS COMUNICACOES S.A.,,,Lisbon,Portugal,38.7167,-9.1333,
533,unknown,FALSE,58.13899994,25|2|7309,,,telecom,,,,,unknown,0,30,Shaw Communications Inc.,,,High River,Canada,50.5834,-113.8687,
534,ICS,FALSE,81.96099997,0|0|0,,,telecom,AVtech Room Alert 26W environmental monitor,86,,,ICS,0,19,Service Provider Corporation,,,,United States,37.751,-97.822,
535,unknown,FALSE,75.94400001,40896|15983|1347,,,unknown,OpenBSD 4.0,91,,,Unix,1,21,"TTK
Russia, Russia",,,,Russia,55.7386,37.6068,
536,other,FALSE,65.68000007,25|2|88,,,unknown,Netopia 3366 ADSL router,100,,,proprietary,1,25,Armstrong,,,Fairview,United States,42.0337,-80.2285,
537,unknown,FALSE,70.51999998,25|2|6400,,,telecom,,,,,unknown,0,22,Service Provider Corporation,,,,United States,37.751,-97.822,
538,unknown,FALSE,83.22399998,25|2|0,,,telecom,,,,,unknown,0,25,Rogers Communications Canada Inc.,,,,Canada,43.6319,-79.3716,
539,other,FALSE,74.91699982,640|2|88,,,telecom,Motorola RFS 6000 wireless switch,96,,,proprietary,0,25,Rogers Communications Canada Inc.,,,,Canada,43.6319,-79.3716,
540,unknown,FALSE,99.7889998,0|0|0,,,telecom,Linux 2.6.18 - 2.6.22,86,,,Linux,0,22,VELCOM inetnum #7,,,,Belarus,53,28,
541,ICS,FALSE,123.892,25|2|88,,,telecom,Sun Integrated Lights-Out Manager,95,,,ICS,0,22,MTSNET gprs-infra in Ural,,,,Russia,55.7386,37.6068,
542,unknown,FALSE,86.85299993,43653|22530|88,,,unknown,,,,,unknown,0,22,,,,Salamanca,Spain,40.9688,-5.6639,
543,unknown,FALSE,90.671,49920|14658|88,,,unknown,,,,,unknown,0,28,,,,Salamanca,Spain,40.9688,-5.6639,
544,other,FALSE,93.08999991,25|2|88,,,telecom,Kyocera CopyStar CS 255 printer,88,,,proprietary,3,28,IP`s for Telekom`s users,,,Ljubljana,Slovenia,46.0511,14.5051,
545,unknown,FALSE,120.5220001,0|49592|31457,,,telecom,Linux 2.6.18 - 2.6.22,89,,,Linux,0,19,APN static.beeline.ru,,,,Russia,55.7386,37.6068,
546,ICS,FALSE,91.13899994,25|2|88,,,telecom,,,,,unknown,0,30,"Magyar Telekom customers using static IP
DSL access",,,Hereg,Hungary,47.65,18.5167,
547,unknown,FALSE,143.1859999,0|49600|5243,,,telecom,Linux 2.6.18 - 2.6.22,89,,,Linux,0,26,APN static.beeline.ru,,,,Russia,55.7386,37.6068,
