ip (hidden),isHoneypot_new,IsCloud_old,IpwhoisNetsDescription,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,atgSUPER,atgUNLEAD,atgDIESEL,atgPREMIUM,atgTwoTimesCompare,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,atgProduct1FirstTimeVolumeTC,atgProduct1SecondTimeVolumeTC,atgProduct1FirstTimeULLAGE,atgProduct1SecondTimeULLAGE,atgProduct2FirstTimeVolumeTC,atgProduct2SecondTimeVolumeTC,atgProduct2FirstTimeULLAGE,atgProduct2SecondTimeULLAGE,atgProduct3FirstTimeVolumeTC,atgProduct3SecondTimeVolumeTC,atgProduct3FirstTimeULLAGE,atgProduct3SecondTimeULLAGE,atgProduct4FirstTimeVolumeTC,atgProduct4SecondTimeVolumeTC,atgProduct4FirstTimeULLAGE,atgProduct4SecondTimeULLAGE,city,country,latitude,longitude,vulns_Shodan
479,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Microsoft Windows Server 2008 or 2008 Beta 3,98,,ics,Windows,1,23,0,0,1,1,TRUE,comcastbusiness.net,96-87-120-46-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",7375,8072,12328,11631,2618,2587,4411,4442,2546,3228,5271,4589,0,0,0,0,Chicago,United States,41.85,-87.65,
480,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,1,22,0,0,1,1,TRUE,,,,,6806,3815,2874,5865,1977,1708,4023,4292,1488,1402,4512,4598,0,0,0,0,Chalfont,United States,40.2964,-75.2053,
481,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 2.6.32 - 2.6.33,92,,ics,Linux,1,22,0,0,1,1,TRUE,comcastbusiness.net,96-92-240-54-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",4771,1484,15011,18298,2337,2078,4762,5021,2887,1963,5163,6087,0,0,0,0,South Elgin,United States,41.9909,-88.3201,
482,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,19,0,0,1,1,TRUE,spectrum.com,097-086-091-250.biz.spectrum.com,Charter Communications,Charter Communications,13344,15034,6736,5046,2339,3087,3581,2833,10642,7816,3172,5998,0,0,0,0,Cedar Springs,United States,43.2334,-85.5239,
483,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,5642,5275,2583,2950,4821,5516,1235,540,4864,5551,1192,505,0,0,0,0,Miami,United States,25.8904,-80.2392,
484,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,24,0,0,1,1,TRUE,,,,,4648,6205,7543,5986,1642,1901,2569,2310,1945,2229,2143,1859,0,0,0,0,Warner Robins,United States,32.5814,-83.6286,
485,other,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,,,SonicWall SonicOS 6.x,self-signed,proprietary,0,20,0,0,1,1,TRUE,verizon.net,static-100-38-173-2.nycmny.fios.verizon.net,Verizon Business,Verizon Business,6717,2822,3011,6906,6143,5469,3585,4259,1627,1533,8101,8195,0,0,0,0,Carle Place,United States,40.7505,-73.6116,
486,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,5325,2579,2697,5443,3239,2585,4783,5437,3722,3447,4300,4575,0,0,0,0,Phenix City,United States,32.4971,-85.0357,
487,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,24,0,0,0,1,TRUE,,,,,902,474,11390,11818,1261,892,11031,11400,2769,1146,9523,11146,0,0,0,0,North Hollywood,United States,34.1683,-118.373,
488,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,5017,5608,6610,6019,5017,5602,6610,6025,3368,6780,8259,4847,0,0,0,0,Sherman Oaks,United States,34.1463,-118.4293,
489,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,1,23,0,0,1,1,TRUE,,,,,2822,2617,6994,7199,3632,4889,6184,4927,5560,8080,4256,1736,0,0,0,0,Birmingham,United States,33.5086,-86.8953,
490,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,8403,11057,6637,3983,3221,2974,3727,3974,5547,5977,2404,1974,0,0,0,0,Hudsonville,United States,42.8555,-85.8828,
491,ICS,FALSE,AT&T Corp.,telecom,,,,ics,unknown,0,25,0,0,1,1,TRUE,sbcglobal.net,108-254-255-135.lightspeed.mdldtx.sbcglobal.net,"AT&T Services, Inc.",AT&T Corp.,3108,2678,2956,3386,5508,3455,2573,4626,3788,3586,4293,4495,0,0,0,0,Odessa,United States,31.8994,-102.341,
492,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,24,0,0,0,1,TRUE,,,,,3798,2225,7829,9402,4663,3560,5065,6168,1460,1238,8268,8490,0,0,0,0,Belleville,United States,38.542,-89.9919,
493,ICS,FALSE,Charter Communications,telecom,Linux 3.2 - 3.8,95,,ics,Linux,0,24,0,0,1,1,TRUE,spectrum.com,024-241-097-093.biz.spectrum.com,Charter Communications,Charter Communications,5875,4510,4277,5642,3288,3184,6864,6968,3742,3636,6410,6516,0,0,0,0,Ballwin,United States,38.5647,-90.5357,
494,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,23,0,0,1,1,TRUE,,,,,3825,4578,6307,5554,2558,4465,7574,5667,4566,4683,5566,5449,0,0,0,0,Adamsville,United States,33.5792,-86.9939,
495,ICS,FALSE,AT&T Corp.,telecom,,,,ics,unknown,0,24,0,0,1,1,TRUE,sbcglobal.net,108-92-149-64.lightspeed.cicril.sbcglobal.net,"AT&T Services, Inc.",AT&T Corp.,2844,7556,9221,4509,1989,2685,8164,7468,2944,2815,7209,7338,0,0,0,0,Des Plaines,United States,42.0525,-87.8906,
496,ICS,FALSE,"Cybera, Inc.",ambiguous,,,,ics,unknown,1,23,0,0,0,1,TRUE,slclaw.com,host-64-202-131-42.slclaw.com,"Cybera, Inc.","Cybera, Inc.",2520,4641,9107,6986,2518,4663,9109,6964,2455,5052,9172,6575,0,0,0,0,Nashville,United States,36.1387,-86.7323,
497,other,FALSE,"Comcast Cable Communications, LLC",telecom,MontaVista embedded Linux 2.4.17,97,,,proprietary,3,24,0,0,0,1,TRUE,comcastbusiness.net,50-73-168-249-pennsylvania.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",4758,3403,1242,2597,3919,2775,1081,2225,1535,1350,1465,1650,0,0,0,0,,United States,37.751,-97.822,
498,ICS,FALSE,Midcontinent Communications,telecom,AVtech Room Alert 26W environmental monitor,91,,,ICS,0,30,0,0,1,1,TRUE,midco.net,24-111-0-154-static.midco.net,Midcontinent Communications,Midcontinent Communications,3261,2521,8664,9404,7275,8090,4650,3835,6041,5623,1934,2352,0,0,0,0,Rapid City,United States,44.035,-103.3782,
499,other,FALSE,Charter Communications Inc,telecom,"AVM FRITZ!Box FON WLAN 7050, Linksys WAG200G, or Netgear DG834GT wireless broadband router",100,,,proprietary,1,30,0,0,1,1,TRUE,,,,,1990,1214,17171,17947,901,788,2959,3073,1057,982,6618,6692,0,0,0,0,Largo,United States,27.8846,-82.8277,
500,ICS,FALSE,"CenturyLink Communications, LLC",telecom,FreeBSD 6.2-RELEASE,87,,,Unix,0,25,0,0,0,1,TRUE,,,,,1227,1105,2562,2684,1849,1347,2370,2872,1199,1164,2590,2625,1467,1466,6483,6484,Rainier,United States,46.0419,-122.9883,
501,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,,unknown,0,21,0,0,1,1,TRUE,,,,,3270,5625,8725,6370,6619,7822,5376,4173,7515,6525,4480,5470,5828,5788,6167,6207,Jackson,United States,43.456,-110.515,
502,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Linux 2.6.8 (x86),89,,,Linux,0,26,0,0,1,1,TRUE,,,"CenturyLink Communications, LLC",Turning Point Center,4914,2756,5238,7396,5173,3473,2848,4548,6010,4739,6,1277,1087,1984,2943,2046,Brighton,United States,39.9537,-104.8001,
503,ICS,FALSE,Spirit Communications,telecom,,,,self-signed,unknown,0,28,0,0,1,1,TRUE,,,Spirit Communications,Spirit Communications,3818,1454,4182,6546,2175,1948,5825,6052,2686,2219,5314,5781,2554,2292,1446,1708,Charlotte,United States,35.3366,-80.7958,
504,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,,unknown,0,22,0,0,1,1,TRUE,,,,,5171,4245,6456,7382,4968,4905,6659,6722,2986,2465,8641,9162,13038,10952,7130,9216,Sandy,United States,40.5699,-111.8601,
505,ICS,FALSE,Charter Communications,telecom,Linux 2.6.32 - 2.6.33,100,,"vpn,self-signed",Linux,1,22,0,0,1,1,TRUE,spectrum.com,097-080-053-082.biz.spectrum.com,Charter Communications,Charter Communications,4787,8312,5205,1680,3813,3670,2187,2330,4220,3675,3777,4322,3673,4016,3494,3151,Bourg,United States,29.5496,-90.5888,"CVE-2019-1653,CVE-2019-1652"
506,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,,,,,unknown,0,23,0,0,1,1,TRUE,,,,,5074,5157,4937,4854,4992,5075,5019,4936,3218,2433,6793,7578,2081,2724,8030,7387,Halethorpe,United States,39.2434,-76.6803,
507,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.11 - 4.1,100,,ics,Linux,1,22,0,0,1,1,TRUE,comcastbusiness.net,70-88-250-166-ma-nh-me-ne.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",2427,4800,7269,4896,2449,4827,7247,4869,1530,3645,3441,1326,1005,1894,3966,3077,,United States,37.751,-97.822,
508,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,1,27,0,0,1,1,TRUE,,,,,1968,1429,2032,2571,1824,2040,2176,1960,3063,3706,2937,2294,4062,3859,1938,2141,Heber,United States,40.4363,-111.1946,
509,ICS,FALSE,Charter Communications,telecom,Linux 2.6.36,98,,"ics,vpn,self-signed",Linux,1,25,0,0,1,1,TRUE,spectrum.com,097-080-062-158.biz.spectrum.com,Charter Communications,Charter Communications,3137,3025,4916,5028,2731,1970,5322,6083,3371,0,4682,0,4050,0,4003,0,Folsom,United States,30.6081,-90.1944,
510,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,,unknown,0,23,0,0,0,1,TRUE,,,,,9171,14999,10611,4783,3291,5376,4608,2523,8361,6978,3543,4926,1731,1738,2034,2027,Syracuse,United States,41.0504,-112.061,
511,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 2.6.9 - 2.6.27,96,,,Linux,2,21,0,0,1,1,TRUE,,,,,13491,9862,16629,20258,2360,1515,7680,8525,2464,1850,7576,8190,4017,3254,6023,6786,Tallahassee,United States,30.5252,-84.3321,
512,ICS,FALSE,AT&T Corp.,telecom,,,,"ics,vpn",unknown,0,22,0,0,1,1,TRUE,,,"AT&T Services, Inc.",Private Customer - AT&T Internet Services,16344,13557,3561,6348,3554,3861,5966,5659,12504,9814,7401,10091,DEF,DEF,1027,1006,Evanston,United States,42.0302,-87.6878,
513,ICS,FALSE,Emery Telcom,telecom,Linux 3.2,100,,ics,Linux,1,22,0,0,1,1,TRUE,,,Emery Telcom,Emery Telcom,2799,5753,6929,3975,2656,5126,5173,2703,2661,3814,5168,4015,2395,2004,3534,3925,Price,United States,39.5751,-110.8024,
514,other,FALSE,Windstream Communications LLC,telecom,DD-WRT v23 (Linux 2.4.34),92,,,proprietary,2,23,0,0,1,1,TRUE,,,,,6901,6723,3099,3277,4223,3229,3777,4771,3037,2936,963,1064,2859,3158,1141,842,Granbury,United States,32.4759,-97.7233,
515,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Microsoft Windows XP Home SP1 (French),92,,,Windows,1,22,0,0,1,1,TRUE,,,,,5445,9342,6555,2658,2335,3182,7665,6818,2394,2911,7606,7089,2843,2760,7157,7240,Rocky Mount,United States,35.9025,-77.8735,
516,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,vpn,unknown,0,30,0,0,1,1,TRUE,centrytel.net,69-179-99-194.stat.centrytel.net,"CenturyLink Communications, LLC","CenturyLink Communications, LLC",7919,3957,2114,6076,3414,2651,1622,2385,8208,5262,1825,4771,3001,2307,2035,2729,,United States,37.751,-97.822,
517,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,22,0,0,1,1,TRUE,comcastbusiness.net,70-90-35-206-Michigan.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",1713,1651,2317,2379,5095,4587,4308,4816,5103,5562,2631,2172,1706,1492,6028,6242,,United States,37.751,-97.822,
518,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,21,0,0,1,1,TRUE,comcast.net,c-73-219-198-70.hsd1.ny.comcast.net,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.",3907,5656,3889,2140,3871,5616,3925,2180,2055,3459,5741,4337,2005,2074,5791,5722,Brewster,United States,41.4172,-73.5971,
519,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,,unknown,0,23,0,0,0,1,TRUE,,,"CenturyLink Communications, LLC","CenturyLink Communications, LLC",7119,3816,4476,7779,4431,2798,3365,4998,3738,3132,2159,2765,1451,2469,4567,3549,Salt Lake City,United States,40.65,-112.015,
520,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,22,0,0,1,1,TRUE,comcastbusiness.net,96-65-91-166-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",3624,4044,7903,7483,1244,1374,4754,4624,1183,3138,3460,1505,1365,1210,2342,2497,Chicago,United States,41.8998,-87.6368,
521,ICS,FALSE,"CBEYOND COMMUNICATIONS, LLC",telecom,,,,,unknown,0,30,0,0,0,1,TRUE,birch.net,64-207-16-210.customerip.birch.net,"Fusion Communications, LLC","Fusion Communications, LLC",11373,11900,8330,7803,3549,2886,6451,7114,0,0,0,0,0,0,0,0,Dallas,United States,32.7877,-96.8,
522,ICS,FALSE,Windstream Communications LLC,telecom,,,,,unknown,0,22,0,0,1,1,TRUE,,,,,7503,6517,7772,8758,3800,3728,1243,1315,10442,10199,4833,5076,2014,1898,3029,3145,Little Rock,United States,34.7888,-92.4127,
523,ICS,FALSE,Windstream Communications LLC,telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,7503,6517,7772,8758,3800,3728,1243,1315,10442,10199,4833,5076,2014,1898,3029,3145,Little Rock,United States,34.7888,-92.4127,
524,ICS,FALSE,Windstream Communications LLC,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,7503,6517,7772,8758,3800,3728,1243,1315,10442,10199,4833,5076,2014,1898,3029,3145,Little Rock,United States,34.7888,-92.4127,
525,ICS,FALSE,Windstream Communications LLC,telecom,,,,,unknown,0,26,0,0,1,1,TRUE,,,,,7503,6517,7772,8758,3800,3728,1243,1315,10442,10199,4833,5076,2014,1898,3029,3145,Little Rock,United States,34.7888,-92.4127,
526,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,3025,4445,27140,25720,9934,14181,20231,15984,18419,18684,31628,31363,6972,3287,43075,46760,,United States,37.751,-97.822,
527,ICS,FALSE,Static IP Services,telecom,Papouch TME Ethernet thermometer,98,,ics,ICS,0,22,0,0,1,1,TRUE,optonline.net,ool-addc2db3.static.optonline.net,Cablevision Systems Corp.,Cablevision Systems Corp.,3739,3527,2261,2473,3685,3479,2315,2521,2038,1457,3962,4543,2281,1973,1677,1985,,United States,37.751,-97.822,
528,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,,,,,unknown,0,23,0,0,1,1,TRUE,,,,,6403,5681,3597,4319,1412,1373,4588,4627,1367,1343,2633,2657,724,696,276,304,Cresson,United States,40.4651,-78.5806,
529,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,8474,4388,6071,10157,4200,3480,1697,2417,2208,2207,1813,1814,3347,3217,674,804,Waxhaw,United States,34.9273,-80.7278,
530,ICS,FALSE,Fidelity Communication International Inc.,telecom,Linux 2.6.32 - 3.0,100,,ics,Linux,0,30,0,0,1,1,TRUE,fidnet.com,72-172-200-175.fidnet.com,Fidelity Communication International Inc.,"Fidelity Communications, Inc",5713,2668,9391,12436,3140,2776,1310,1674,3323,2965,1127,1485,2072,1989,1926,2009,Lebanon,United States,37.6989,-92.662,
531,ICS,FALSE,Charter Communications,telecom,Linux 2.6.9 - 2.6.27,100,,,Linux,1,27,0,0,0,1,TRUE,,,,,5375,2231,2772,5916,2270,2015,3746,4001,1159,1614,4857,4402,3309,2923,937,1323,Lake City,United States,44.3819,-85.1367,
532,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,28,0,0,0,1,TRUE,comcastbusiness.net,96-79-97-22-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",14899,20951,15273,9221,6052,4798,1849,3103,7690,9549,4214,2355,4940,4569,5331,5702,,United States,37.751,-97.822,
533,ICS,FALSE,Sprint,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,3059,2831,8972,9200,2455,2291,9576,9740,264,265,4749,4748,1148,1035,3865,3978,Lindsay,United States,36.2077,-119.0883,
534,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.2,100,,ics,Linux,1,21,0,0,1,1,TRUE,comcastbusiness.net,50-240-129-174-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",7121,3444,7915,11592,2040,1543,1722,2219,2565,2391,1197,1371,17,17,3379,3260,Chicago,United States,41.9463,-87.8127,
535,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,1,22,0,0,1,1,TRUE,,,,,4426,5894,5302,3834,1644,1417,8084,8311,1187,1983,8541,7745,2288,1853,5541,5976,Nashville,United States,36.1784,-86.6446,
536,ICS,FALSE,"Frontier Communications of America, Inc.",telecom,Linux 2.6.32,92,,,Linux,0,28,0,0,1,1,TRUE,frontiernet.net,static-170-215-68-184.bras01.mob.ut.frontiernet.net,"Frontier Communications of America, Inc.",BDSL Frontier Communications Moab UT,3663,6342,7964,5285,3656,6322,7971,5305,2787,4611,8840,7016,2331,3381,5498,4448,Blanding,United States,37.5521,-109.4821,
537,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,FreeBSD 6.2-RELEASE,88,,,Unix,1,25,0,0,1,1,TRUE,,,,,5413,10614,14666,9465,2058,1923,5086,5221,1930,1856,2064,2138,1358,1349,2636,2645,Berkley,United States,42.4992,-83.1811,
538,other,FALSE,"Frontier Communications of America, Inc.",telecom,Thomson Symbio VoIP phone,89,,,proprietary,0,23,0,0,1,1,TRUE,frontiernet.net,static-50-121-141-130.drr04.chtn.wv.frontiernet.net,"Frontier Communications of America, Inc.",BDSL Frontier Communications Charleston WV,9972,7669,1962,4265,2666,2512,5401,5555,14277,13156,1803,2924,672,657,3415,3430,Fayetteville,United States,38.0488,-81.1462,
539,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,Linux 3.2,91,,ics,Linux,1,28,0,0,0,1,TRUE,verizon.net,static-70-109-94-64.hag.east.verizon.net,Verizon Business,Verizon Business,6242,4029,5808,8021,2080,2912,3945,3113,2627,1571,3398,4454,1618,1403,390,605,Salisbury,United States,39.758,-79.0798,
540,other,FALSE,Windstream Communications LLC,telecom,NetworksAOK network monitoring applicance,90,,,proprietary,1,28,0,0,1,1,TRUE,,,,,11482,8496,3206,6192,4310,3247,5842,6905,3323,3091,6829,7061,4279,5087,3931,3123,Donalsonville,United States,30.9591,-84.8898,
541,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,AVtech Room Alert 26W environmental monitor,87,,,ICS,0,27,0,0,1,1,TRUE,,,,,13371,11826,6708,8253,3600,3471,1505,1634,E-85,E-85,2504,2480,3757,3540,1424,1641,Port Huron,United States,42.9875,-82.4666,
542,ICS,FALSE,AT&T Corp.,telecom,AVtech Room Alert 26W environmental monitor,91,,,ICS,1,28,0,0,1,1,TRUE,,,,,2305,3119,7423,6609,2298,3117,2810,1991,5068,4570,4660,5158,4038,4038,0,0,,United States,37.751,-97.822,
543,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,spectrum.com,075-136-240-182.biz.spectrum.com,Charter Communications,Charter Communications,3198,2817,4631,5012,3500,3053,4329,4776,5837,2692,1992,5137,1401,1295,686,792,Holly Ridge,United States,34.5481,-77.5464,
544,ICS,FALSE,Service Provider Corporation,unknown,,,,,unknown,1,17,0,0,1,1,TRUE,,,,,9131,4507,2869,7493,4099,3628,3901,4372,2881,1362,3119,4638,615,608,1385,1392,,United States,37.751,-97.822,
545,ICS,FALSE,Service Provider Corporation,telecom,,,,self-signed,unknown,1,23,0,0,1,1,TRUE,myvzw.com,74.sub-166-142-241.myvzw.com,Verizon Business,Service Provider Corporation,6741,5892,3411,4260,1437,2607,8715,7545,2000,2613,8152,7539,2520,6611,7632,3541,,United States,37.751,-97.822,
546,ICS,FALSE,Service Provider Corporation,unknown,,,,,unknown,1,24,0,0,1,1,TRUE,,,,,2668,2935,7060,6793,2587,2855,7141,6873,2087,1766,7641,7962,1957,1956,7771,7772,,United States,37.751,-97.822,
547,ICS,FALSE,Hughes Network Systems,telecom,,,,,unknown,0,21,0,0,0,1,TRUE,,,,,7524,4538,6505,9491,1478,1120,4662,5020,11933,11573,2096,2456,4542,3194,1598,2946,,United States,37.751,-97.822,
548,ICS,FALSE,Charter Communications Inc,telecom,FreeBSD 6.2-RELEASE,91,,self-signed,Unix,0,21,0,0,1,1,TRUE,rr.com,rrcs-70-63-106-14.midsouth.biz.rr.com,Charter Communications Inc,Charter Communications Inc,4447,5805,7863,6505,3984,5318,8326,6992,6249,5431,6061,6879,7518,5924,4792,6386,Blythewood,United States,34.2038,-80.9955,CVE-2016-8858
549,other,FALSE,"CenturyLink Communications, LLC",telecom,DYMO LabelManager Wireless PNP printer,92,,,proprietary,0,27,0,0,1,1,TRUE,,,,,4590,6065,3401,1926,1584,2741,2427,1270,1446,1181,560,825,1276,898,730,1108,Marlette,United States,43.353,-83.0142,
550,ICS,FALSE,TPx Communications,telecom,Lantronix XPort-03 embedded serial device server (firmware 1.80),92,,,ICS,1,29,0,0,0,1,TRUE,,,,,5977,5622,18761,19116,9245,10051,15493,14687,10294,14424,14444,10314,14787,16535,9951,8203,,United States,37.751,-97.822,
551,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Papouch TME Ethernet thermometer,92,,,ICS,0,28,0,0,1,1,TRUE,,,,,7540,5402,2144,4282,7722,7207,1962,2477,2666,2666,7018,7018,2834,2695,6850,6989,Newtown Square,United States,39.9853,-75.4367,
552,ICS,FALSE,Spirit Communications,telecom,,,,ics,unknown,0,27,0,0,1,1,TRUE,,,Spirit Communications,Spirit Communications,15698,11425,4302,8575,3219,3086,4781,4914,4324,3622,1676,2378,2285,2124,3715,3876,Moore,United States,34.8564,-82.024,
553,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,comcast.net,c-68-84-189-158.hsd1.mi.comcast.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.",5365,6718,6667,5314,1832,1705,6314,6441,2196,1871,1877,2202,69,69,1967,1967,Lansing,United States,42.7257,-84.636,
554,ICS,FALSE,Charter Communications,telecom,Lantronix XPort-03 embedded serial device server (firmware 1.80),94,,ics,ICS,1,23,0,0,1,1,TRUE,spectrum.com,024-197-071-134.biz.spectrum.com,Charter Communications,Charter Communications,6322,5094,3678,4906,6092,4426,3908,5574,3221,1870,2889,4240,1849,1887,4261,4223,Pleasant Grove,United States,33.4933,-86.9756,
555,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,AVtech Room Alert 26W environmental monitor,88,,,ICS,1,30,0,0,1,1,TRUE,,,,,2401,1053,7599,8947,1116,1073,8884,8927,857,800,9143,9200,1501,1452,1521,1570,Nashville,United States,36.1121,-86.863,
556,unknown,FALSE,Armstrong,unknown,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,3338,7255,11206,7289,1636,1426,3335,3545,1545,2139,8150,7556,781,708,185,258,Ellwood City,United States,40.8768,-80.2611,
557,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,23,0,0,1,1,TRUE,comcastbusiness.net,74-92-185-106-MichiganG.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",5525,5361,2497,2661,5555,5391,2467,2631,2267,2078,5755,5944,1564,1661,523,426,,United States,37.751,-97.822,
558,ICS,FALSE,"Cybera, Inc.",ambiguous,Lantronix XPort embedded Ethernet device server,93,,,ICS,1,28,0,0,1,1,TRUE,,,,,3460,6273,8167,5354,3463,7132,8164,4495,3072,5226,8555,6401,5168,6340,6459,5287,,United States,37.751,-97.822,
559,ICS,FALSE,"Shentel Communications, LLC",telecom,Linux 2.6.8 (x86),92,,ics,Linux,1,23,0,0,1,1,TRUE,,,Shenandoah Cable Television LLC,Shenandoah Cable Television LLC,4787,4100,3234,3921,4336,5560,5690,4466,3636,4170,4385,3851,4797,6014,5229,4012,Woodstock,United States,38.891,-78.5341,
560,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Linux 2.6.14 - 2.6.30,94,,ics,Linux,1,27,0,0,1,1,TRUE,centurytel.net,207-119-92-155.stat.centurytel.net,"CenturyLink Communications, LLC",global linking solutions,5308,4438,4844,5714,2577,2137,2499,2939,2349,2943,2727,2133,6578,5331,3574,4821,Hermann,United States,38.5782,-91.5047,
561,ICS,FALSE,Spirit Communications,telecom,,,,"ics,self-signed",unknown,0,28,0,0,1,1,TRUE,,,Spirit Communications,Spirit Communications,15340,12483,4660,7517,3203,2716,16797,17284,17702,14714,2298,5286,17596,14741,2404,5259,Greenville,United States,34.8601,-82.2464,
562,ICS,FALSE,United Telephone Company,telecom,,,,,unknown,2,22,0,0,1,1,TRUE,,,,,4429,8854,6831,2406,1340,2517,3849,2672,7367,10910,13024,9481,458,446,3654,3666,Bell Buckle,United States,35.6269,-86.3958,
563,ICS,FALSE,HUNTEL.NET,telecom,Papouch TME Ethernet thermometer,92,,,ICS,0,29,1,0,1,1,TRUE,,,,,2001,1794,5779,5986,3120,2567,4600,5153,1596,1549,4421,4468,1081,1071,4936,4946,Macy,United States,42.1192,-96.3421,
564,ICS,FALSE,,unknown,,,,,unknown,0,27,0,0,1,1,TRUE,,,,,4766,4025,6861,7602,4756,4019,6871,7608,5084,5485,6543,6142,6419,5398,3309,4330,,United States,37.751,-97.822,
565,ICS,FALSE,Optimum Online,telecom,Papouch TME Ethernet thermometer,96,,ics,ICS,0,22,0,0,1,1,TRUE,optonline.net,ool-2f162b7d.static.optonline.net,Cablevision Systems Corp.,Cablevision Systems Corp.,3524,4325,11330,10529,4445,4329,10139,10255,2939,3297,8888,8530,3236,2023,4710,5923,,United States,37.751,-97.822,
566,ambiguous,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,1,30,1,1,1,0,TRUE,,,,,5904,4744,3660,4820,5847,4680,3717,4884,3258,2958,6306,6606,2328,1912,7236,7652,Concord,United States,42.4586,-71.3597,
567,unknown,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 3.2,98,,,Linux,1,30,0,0,1,1,TRUE,,,,,1541,1433,10495,10603,5619,3376,4417,6660,8294,8109,1742,1927,6791,4329,3245,5707,Hanover,United States,39.1758,-76.7298,
