ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
700,other,FALSE,telecom,proprietary,Tomato 1.28 (Linux 2.4.20),92,,ics,1,25,,,,TRUE,0.37349999,DOLSAT CUSTOMERS,dolsat.pl,h-87-199-11-18.dolsat.pl,DOLSAT sp. z o.o.,DOLSAT sp. z o.o.,Bełchatów,Poland,51.3613,19.3724,,
701,honeypot,FALSE,telecom,Windows,Microsoft Windows Server 2003 SP1 or SP2,98,FreeBSD,,4,19,,,,FALSE,0.409500003,Sibo G.,sibo-group.eu,mail.sibo-group.eu,"Telekom Slovenije, d.d.",Sibo G.,Materija,Slovenia,45.5814,13.9967,CVE-2016-8858,
702,unknown,FALSE,telecom,Windows,Microsoft Windows Server 2008 R2 SP1,94,,,2,30,,,,TRUE,0.41475004,"Multiprotocol Service Provider to other ISP's and End Users
located in Greece and having nodes in 63 cities",otenet.gr,ol0gj1.static.otenet.gr,Ote SA (Hellenic Telecommunications Organisation),Ote SA (Hellenic Telecommunications Organisation),Piraeus,Greece,37.9614,23.6389,,
703,unknown,FALSE,telecom,Linux,Linux 3.2 - 3.8,95,,,0,30,,,,TRUE,0.394499958,Syd Energi internet - static IP users,,,,,Varde,Denmark,55.6211,8.4807,,
704,other,FALSE,telecom,proprietary,Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17),96,,,0,21,,,,TRUE,,AVEA Iletisim Hizmetleri A.S.,,,,,,Turkey,41.0214,28.9948,,
705,other,FALSE,telecom,proprietary,Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17),96,,,0,26,,,,TRUE,0.614250004,Avea Iletisim Hizmetleri A.S.,,,,,,Turkey,41.0214,28.9948,,
706,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,92,,,3,25,,,,TRUE,0.259500027,Celcom Axiata Berhad,,,,,,Malaysia,2.5,112.5,,
707,unknown,FALSE,telecom,Windows,Microsoft Windows Server 2008 R2 SP1,92,,,2,27,,,,TRUE,,"Telecom Italia S.p.A.
Alice - Smart
Services",telecomitalia.it,host-95-226-20-174.business.telecomitalia.it,Telecom Italia S.p.A.,Telecom Italia S.p.A.,Santeramo in Colle,Italy,40.7924,16.7587,,
708,other,FALSE,telecom,proprietary,Sony PlayStation 3 game console,100,,"ics,self-signed",4,27,,,,TRUE,0.595499992,"Mobile TeleSystems, OJSC, MR North-West",spbmts.ru,host-13-150-66-217.spbmts.ru,MTS PJSC,"Mobile TeleSystems, OJSC, MR North-West",St Petersburg,Russia,59.8944,30.2642,,
709,unknown,FALSE,telecom,Linux,Linux 2.6.18,94,,vpn,0,22,,,,TRUE,0.344249964,Windstream Communications LLC,windstream.net,h21.196.141.67.static.ip.windstream.net,Windstream Communications LLC,Windstream Communications LLC,Cornelius,United States,35.4699,-80.8801,,
710,unknown,FALSE,telecom,Linux,Linux 2.6.16 - 2.6.28,98,,ics,0,25,,,,TRUE,0.372000039,Profinter ISP,,,ANTENNA HUNGARIA Magyar Musorszoro es Radiohirkozlesi Zartkoruen Mukodo Reszvenytarsasag,Lovei Istvan EV,Puspokladany,Hungary,47.3167,21.1167,,
711,ICS,FALSE,telecom,Linux,Linux 2.6.15 - 2.6.26 (likely embedded),96,,,1,29,ST6_ MCL_LKP,,S C-J6S341902017,TRUE,0.441000044,"Service ""Inet GT"", Kharkov
Golden Telecom",globino.ua,globino.ua,Kyivstar PJSC,"Service Inet GT, Kharkov",Kharkiv,Ukraine,49.9808,36.2527,"CVE-2018-10549,CVE-2018-10548,CVE-2018-10545,CVE-2017-7679,CVE-2018-10546,CVE-2015-0231,CVE-2015-0232,CVE-2006-3011,CVE-2006-5752,CVE-2018-10547,CVE-2016-5773,CVE-2016-5772,CVE-2016-5771,CVE-2016-5770,CVE-2018-20783,CVE-2007-1888,CVE-2016-4070,CVE-2013-6712,CVE-2015-3183,CVE-2014-9427,CVE-2016-6174,CVE-2011-1148,CVE-2011-4317,CVE-2016-9137,CVE-2015-6831,CVE-2015-6832,CVE-2015-6833,CVE-2015-6834,CVE-2015-6835,CVE-2015-6836,CVE-2015-6837,CVE-2015-6838,CVE-2018-19520,CVE-2016-7478,CVE-2017-7890,CVE-2007-3799,CVE-2007-1743,CVE-2014-0207,CVE-2018-17082,CVE-2013-5704,CVE-2016-1903,CVE-2013-7327,CVE-2007-1375,CVE-2007-1376,CVE-2008-0005,CVE-2018-14883,CVE-2010-0434,CVE-2010-1452,CVE-2011-1153,CVE-2015-4644,CVE-2014-8626,CVE-2014-8142,CVE-2007-1825,CVE-2017-7963,CVE-2006-4812,CVE-2022-30556,CVE-2014-3587,CVE-2015-1351,CVE-2015-1352,CVE-2007-4658,CVE-2008-0599,CVE-2011-3368,CVE-2007-3378,CVE-2012-4558,CVE-2016-10161,CVE-2022-22721,CVE-2022-22720,CVE-2010-4697,CVE-2010-4699,CVE-2017-9224,CVE-2007-5000,CVE-2014-0236,CVE-2007-0910,CVE-2016-6289,CVE-2014-3478,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2012-2687,CVE-2008-2384,CVE-2016-5094,CVE-2014-3670,CVE-2019-9641,CVE-2009-4418,CVE-2014-2270,CVE-2016-4537,CVE-2007-2748,CVE-2016-4538,CVE-2016-4539,CVE-2007-1885,CVE-2007-1884,CVE-2007-1883,CVE-2007-5899,CVE-2014-9767,CVE-2007-6203,CVE-2009-2687,CVE-2007-4660,CVE-2012-2386,CVE-2007-4662,CVE-2007-4663,CVE-2007-1396,CVE-2007-2844,CVE-2007-1718,CVE-2007-1717,CVE-2007-1710,CVE-2007-0909,CVE-2006-4625,CVE-2014-5459,CVE-2008-5658,CVE-2014-0118,CVE-2008-5557,CVE-2008-5498,CVE-2016-6295,CVE-2022-28330,CVE-2012-2311,CVE-2014-2497,CVE-2009-3292,CVE-2009-3293,CVE-2009-3291,CVE-2011-3182,CVE-2007-3007,CVE-2006-7243,CVE-2007-6388,CVE-2007-1864,CVE-2015-8865,CVE-2022-22719,CVE-2016-5768,CVE-2016-5769,CVE-2007-4441,CVE-2007-3304,CVE-2007-5898,CVE-2012-2143,CVE-2012-1171,CVE-2012-1172,CVE-2007-4840,CVE-2019-9639,CVE-2019-9638,CVE-2019-9637,CVE-2007-4783,CVE-2007-4782,CVE-2007-1741,CVE-2007-1742,CVE-2007-4784,CVE-2015-4601,CVE-2015-4600,CVE-2015-4603,CVE-2015-4602,CVE-2015-4605,CVE-2015-4604,CVE-2011-4718,CVE-2014-9912,CVE-2014-0237,CVE-2014-3981,CVE-2016-5096,CVE-2011-0419,CVE-2014-0231,CVE-2016-5095,CVE-2016-4543,CVE-2016-4542,CVE-2016-4541,CVE-2016-4540,CVE-2009-1956,CVE-2014-0238,CVE-2016-5399,CVE-2021-39275,CVE-2015-4643,CVE-2015-4642,CVE-2010-0425,CVE-2015-4116,CVE-2007-4659,CVE-2014-9705,CVE-2016-10712,CVE-2008-1384,CVE-2007-4657,CVE-2015-5589,CVE-2007-4652,CVE-2015-4599,CVE-2007-5900,CVE-2015-4598,CVE-2011-0708,CVE-2014-2020,CVE-2016-7132,CVE-2016-7131,CVE-2016-7130,CVE-2013-6438,CVE-2007-6750,CVE-2007-3997,CVE-2007-3996,CVE-2015-4022,CVE-2015-4025,CVE-2015-4024,CVE-2015-4026,CVE-2016-10158,CVE-2016-10159,CVE-2007-3998,CVE-2016-8743,CVE-2012-3365,CVE-2014-3487,CVE-2014-3480,CVE-2007-2509,CVE-2007-1521,CVE-2009-5016,CVE-2015-3329,CVE-2009-4018,CVE-2013-2110,CVE-2012-0031,CVE-2017-9788,CVE-2015-3412,CVE-2007-0908,CVE-2007-1413,CVE-2007-1001,CVE-2011-1471,CVE-2011-1470,CVE-2022-28615,CVE-2022-28614,CVE-2007-1890,CVE-2017-7272,CVE-2007-1380,CVE-2011-2202,CVE-2016-7418,CVE-2007-4586,CVE-2016-7414,CVE-2016-7416,CVE-2016-7417,CVE-2016-7411,CVE-2016-7412,CVE-2016-7413,CVE-2007-2872,CVE-2011-0421,CVE-2012-2688,CVE-2007-1700,CVE-2007-1701,CVE-2015-8994,CVE-2015-4021,CVE-2015-2348,CVE-2015-8838,CVE-2008-2168,CVE-2015-8835,CVE-2007-1824,CVE-2009-2626,CVE-2012-1823,CVE-2013-1635,CVE-2016-4975,CVE-2013-1824,CVE-2013-6420,CVE-2022-31628,CVE-2022-31629,CVE-2015-2783,CVE-2015-2787,CVE-2007-4825,CVE-2015-3411,CVE-2016-9934,CVE-2017-11143,CVE-2017-11142,CVE-2017-11145,CVE-2017-11144,CVE-2009-1890,CVE-2007-1582,CVE-2007-1583,CVE-2007-1581,CVE-2011-4415,CVE-2009-0754,CVE-2011-1939,CVE-2007-3847,CVE-2009-1891,CVE-2011-1398,CVE-2014-4670,CVE-2007-1452,CVE-2014-3515,CVE-2009-1195,CVE-2011-3192,CVE-2022-29404,CVE-2016-3185,CVE-2016-9138,CVE-2011-3607,CVE-2014-0226,CVE-2007-0988,CVE-2007-2727,CVE-2009-3095,CVE-2013-4635,CVE-2011-0753,CVE-2015-9253,CVE-2016-5387,CVE-2015-8873,CVE-2015-8877,CVE-2011-2483,CVE-2015-8879,CVE-2014-9425,CVE-2013-1862,CVE-2014-9426,CVE-2014-0098,CVE-2010-1130,CVE-2018-15132,CVE-2016-7124,CVE-2016-7125,CVE-2016-7126,CVE-2016-7127,CVE-2016-7128,CVE-2016-7129,CVE-2011-3267,CVE-2017-11628,CVE-2017-12933,CVE-2011-3268,CVE-2008-2050,CVE-2008-2051,CVE-2015-2331,CVE-2007-1835,CVE-2012-2336,CVE-2016-5114,CVE-2016-4343,CVE-2016-4342,CVE-2007-2510,CVE-2008-5814,CVE-2015-0228,CVE-2006-5465,CVE-2008-4107,CVE-2009-3557,CVE-2015-3330,CVE-2016-3142,CVE-2008-2939,CVE-2016-3141,CVE-2017-9798,CVE-2007-4465,CVE-2013-4248,CVE-2007-1461,CVE-2011-1468,CVE-2011-1469,CVE-2011-1466,CVE-2011-1467,CVE-2011-1464,CVE-2015-4148,CVE-2015-8935,CVE-2015-4147,CVE-2009-3555,CVE-2012-0057,CVE-2017-3167,CVE-2012-0053,CVE-2012-0883,CVE-2017-3169,CVE-2009-3558,CVE-2021-44790,CVE-2018-14851,CVE-2011-3639,CVE-2013-6501,CVE-2013-1643,CVE-2021-34798,CVE-2014-3668,CVE-2011-4885,CVE-2007-1285,CVE-2018-19396,CVE-2018-19395,CVE-2012-2376,CVE-2010-3870,CVE-2012-0831,CVE-2010-4409,CVE-2022-31813,CVE-2007-6039,CVE-2014-3597,CVE-2012-3450,CVE-2006-5706,CVE-2008-5624,CVE-2008-5625,CVE-2014-9652,CVE-2014-9653,CVE-2019-9023,CVE-2019-9020,CVE-2019-9021,CVE-2019-9024,CVE-2016-5093,CVE-2016-6291,CVE-2016-6290,CVE-2016-6292,CVE-2015-8874,CVE-2016-6294,CVE-2016-6297,CVE-2016-6296,CVE-2009-3094,CVE-2008-2364,CVE-2007-0905,CVE-2007-0907,CVE-2007-0906,CVE-2006-20001,CVE-2015-0273,CVE-2018-7584,CVE-2016-10397,CVE-2014-3669,CVE-2011-1092,CVE-2008-2666,CVE-2015-3307,CVE-2021-40438,CVE-2015-5590,CVE-2007-1484,CVE-2007-4887,CVE-2007-4889,CVE-2017-9226,CVE-2016-9935,CVE-2007-6420,CVE-2007-6421,CVE-2007-6422,CVE-2007-6423,CVE-2006-5178,CVE-2010-0408,CVE-2011-0752,CVE-2011-0755,CVE-2011-0754,CVE-2016-2554,CVE-2007-4670,CVE-2009-2699,CVE-2013-1896,CVE-2016-8612,CVE-2009-4143,CVE-2009-4142,CVE-2010-1128,CVE-2022-37436,CVE-2016-6288,CVE-2012-0788,CVE-2012-3499,CVE-2010-4657,CVE-2008-0456,CVE-2008-0455,CVE-2015-7803,CVE-2008-2108,CVE-2015-7804,CVE-2014-3479,CVE-2008-2107,CVE-2012-0789,CVE-2017-16642",
712,ICS,FALSE,telecom,Linux,Linux 2.6.32 - 3.0,94,Windows,,1,30,S7300/ET200M station_1,,20129,TRUE,0.473499954,"Telefonica de Espana SAU
Red de servicios IP
Spain",rima-tde.net,253.red-81-45-77.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,Telefonica de Espana SAU,,Spain,40.4172,-3.684,,
713,other,FALSE,unknown,proprietary,Motorola 2210-02 ADSL modem,85,,,1,27,SIMATIC 300(1),,S C-A6V259182010,TRUE,0.104750037,SEA HENG SYSTEM CO,,,,,,Hong Kong,22.25,114.1667,,
714,other,FALSE,hosting,proprietary,Apple AirPort Extreme WAP,90,,,0,28,ET 200S station_1,,S C-DNTE00712013,TRUE,0.221749961,Praha,,,CESNET z.s.p.o.,Praha,,Czechia,50.0848,14.4112,,
715,ICS,FALSE,telecom,Linux,Linux 2.6.15 - 2.6.27,88,,"ics,vpn,self-signed",1,24,F-SPS-Kessel,,S C-E9V489662014,TRUE,0.522000074,"NTT Communications Corporation
OTEMACHI PLACE WEST TOWER 2-3-1 Otemachi Chiyoda-ku,Tokyo 100-8019 Japan",ocn.ne.jp,p36030-ipngnfx01hiraide.tochigi.ocn.ne.jp,NTT Communications Corporation,Open Computer Network,Midorigaoka,Japan,35.6111,139.6759,,
716,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,,2,30,SIMATIC 300,,S C-E2W223382014,TRUE,0.697000027,"PSINet, Inc.",,,,,Great Yarmouth,United Kingdom,52.5679,1.6598,,
717,ICS,FALSE,unknown,Linux,Linux 2.6.18 - 2.6.22,86,Linux,"ics,vpn",2,28,BASE DIR R61.2,,S C-D2TJ30392013,TRUE,0.45449996,ENDUSER-BARI,,,Amt Services srl,ENDUSER-BARI,Palmariggi,Italy,40.131,18.3786,,
718,ICS,FALSE,unknown,Linux,Linux 2.6.18 - 2.6.22,86,,"ics,vpn",2,28,BASE DIR R61.2,,S C-D5UE92252013,TRUE,0.48724997,ENDUSER-BARI,,,Amt Services srl,ENDUSER-BARI,Palmariggi,Italy,40.131,18.3786,,
719,ICS,FALSE,unknown,Linux,Linux 2.6.18 - 2.6.22,86,,"ics,vpn,self-signed",2,28,BASE DIR R61.2,,S C-D5UE92262013,TRUE,0.468999982,ENDUSER-BARI,,,Amt Services srl,ENDUSER-BARI,Palmariggi,Italy,40.131,18.3786,,
720,other,FALSE,telecom,proprietary,AVM FRITZ!Box FON WLAN 7170 WAP,95,,self-signed,2,26,S7300/ET200M station_1,,,TRUE,0.410999954,Service Provider Corporation,mycingular.net,mobile-166-131-44-137.mycingular.net,AT&T Mobility LLC,Service Provider Corporation,,United States,37.751,-97.822,,
721,ICS,FALSE,telecom,ICS,Siemens Simatic TDC control system,92,,ics,2,30,S7-300 station_1,,S Q-D9U029782013,TRUE,0.774249911,Telenet N.V. Residentials,telenet.be,178-116-136-247.access.telenet.be,Telenet BVBA,Telenet N.V. Residentials,Nieuwpoort,Belgium,51.1333,2.75,,
722,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,ics,0,22,ET 200S station_1,,S C-H8CK84442016,TRUE,0.511250019,blueconnect,t-mobile.pl,178.182.229.12.nat.umts.dynamic.t-mobile.pl,T-Mobile Polska S.A.,T-Mobile Polska S.A.,,Poland,52.2394,21.0362,,
723,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,91,,,3,30,SIMATIC 300(1),,S C-K4P104362018,TRUE,0.523249984,GLOBAL MOBILE OPERATOR,,,,,Seville,Spain,37.3824,-5.9761,,
724,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,96,,,1,29,Stretch 1000 HR12,,S C-C5V131182012,TRUE,0.363249958,"Bharti Airtel Limited
Transport Network Group
234, Okhla Phase III",,,,,,India,20,77,,
725,ICS,FALSE,unknown,Linux,Linux 3.11 - 4.1,100,,ics,0,21,SIMATIC 300,,S C-C3TS95042012,TRUE,0.699000001,gilberto spiller me,,,gilberto spiller me,gilberto spiller me,Sananduva,Brazil,-27.9314,-51.8205,,
726,ICS,FALSE,telecom,Linux,Linux 2.6.32 - 2.6.39,91,,ics,0,24,PR,,S C-H9KE52232016,TRUE,0.439499974,"NGI Spa
single dynamic assigned addresses",eolo.it,185-11-20-241.static.eolo.it,EOLO S.p.A.,NGI Spa,Volpago del Montello,Italy,45.7777,12.1186,,
727,ICS,FALSE,unknown,Linux,Linux 3.10 - 3.12,88,,ics,0,27,SIMATIC 300,,S C-C3TS95042012,TRUE,0.436999977,VCG GRAPHCS INFORMTICA LTDA,girardi-rs.com.br,186.235.248.203.girardi-rs.com.br,VCG GRAPHCS INFORMÁTICA LTDA,VCG GRAPHCS INFORMÁTICA LTDA,Esmeralda,Brazil,-27.9835,-51.1941,,
728,honeypot,FALSE,datacenter,proprietary,Linksys BEFSR41 EtherFast router,92,,"ics,vpn,self-signed",4,29,6768_MDSalute,,S C-C4T874502012,TRUE,0.435000002,ASCOTLC NETWORK CFW 2010.10.06,,,Asco TLC S.p.A.,ASCOTLC NETWORK CFW 2010.10.06,Treviso,Italy,45.6667,12.2416,CVE-2022-32548,
729,ICS,FALSE,telecom,Windows,Microsoft Windows CE 6.0,98,,"ics,vpn",1,24,ET 200S station_1,,S C-E4TC26502014,TRUE,0.445500076,Altibox Danmark Residential Customer Linknets,altibox.net,188.228.11.150.dynamic.altibox.net,Altibox AS,Altibox Danmark AS,,Denmark,55.7123,12.0564,,
730,ICS,FALSE,telecom,Linux,Linux 2.6.29 - 2.6.31,100,,ics,0,23,SIMATIC 317,,S C-BOTR88032011,TRUE,0.628000021,"PT Comunicacoes S.A.
Dynamic Address Range",telepac.pt,bl17-97-251.dsl.telepac.pt,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,PT Comunicacoes S.A.,Castelo Branco,Portugal,39.8222,-7.4909,,
731,other,FALSE,unknown,proprietary,Avaya P580 switch running Cajun Switch Agent v5.4.2,95,,,0,25,SIMATIC 300 Aufbereitung,,S C-C8TH56312012,TRUE,0.425999999,Wohnungsunternehmen Dipl.-IngK.-Peter Gaedeke,,,,,,Germany,51.2993,9.491,,
732,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,,1,26,SIMATIC 300(1),,S C-B6V101592011,TRUE,1.436000049,"Telefonica de Espana SAU (NCC # 1999085999 )
Red de servicios IP
Spain",,,,,La Felguera,Spain,43.3129,-5.6834,,
733,other,FALSE,unknown,proprietary,ISS Proventia GX3002 firewall (Linux 2.4.18),98,,,0,26,SIEMENS,,S C-D7T429282013,TRUE,0.584999979,"Red de servicios IP
Spain",,,,,Barcelona,Spain,41.3984,2.1741,,
734,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,ics,0,30,SIMATIC 300 Station,,S C-B5U337252011,TRUE,0.44325,Dagberget Invest AB,telia.com,212-181-66-179.customer.telia.com,Telia Company AB,Dagberget Invest AB,,Sweden,59.3247,18.056,,
735,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,91,,,4,26,SIMATIC 300(1),,S C-C9UA22672012,TRUE,0.454249978,ip for pppoe user,reteradio.it,93-6.ppp.reteradio.it,Umbrianet S.R.L.,Umbrianet S.R.L.,Montepulciano,Italy,43.1,11.787,"CVE-2006-6578,CVE-2009-2521,CVE-2009-4445,CVE-2009-1535,CVE-2008-1446,CVE-2005-4360,CVE-2002-1717,CVE-2002-1718",
736,other,FALSE,telecom,proprietary,Cisco 2811 router (IOS 12.X),100,,ics,2,26,R51.0 Thies,,S C-D9UC64672013,TRUE,,"Telwave SRL
Mandarin Wimax INFRA",mandarin.it,ip212-46-93-105.static.mandarin.it,Mandarin S.p.A.,Telwave SRL,Mascali,Italy,37.7579,15.1966,,
737,other,FALSE,unknown,proprietary,Linksys WGA54G WAP,86,,,1,26,SIMATIC 300(1),,S C-A3XN56232010,TRUE,0.478999972,MasloSyrKombinat_Elan,,,,,Volgograd,Russia,48.7194,44.5018,,
738,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,92,,ics,0,25,SIMATIC 300(1),,S Q-E2U039522014,TRUE,0.446750045,"Static Links
Telia Eesti AS
Mustamae tee 3
Tallinn",estpak.ee,210-5-180-213.sta.estpak.ee,Telia Eesti AS,Telia Eesti AS,Tallinn,Estonia,59.4339,24.7281,,
739,ICS,FALSE,industry,Windows,Microsoft Windows Server 2008 or 2008 Beta 3,98,,,2,24,SIMATIC 300(1),,S C-D3UT25702013,TRUE,0.435499966,"MIKO PAC Sp. Z O.O.
Dabrowa 21
Bydgoszcz",,,,,,Poland,52.2394,21.0362,,
740,unknown,FALSE,telecom,Windows,Microsoft Windows Server 2003,92,,,1,24,SIMATIC 300(1),,S C-E7V996732014,TRUE,0.637000024,Aksan Kalip San.Ve Tic.A.S,superonline.net,host-213-74-125-34.superonline.net,Superonline Iletisim Hizmetleri A.S.,Aksan Kalip San.Ve Tic.A.S,,Turkey,41.0214,28.9948,,
741,unknown,FALSE,telecom,Linux,Linux 3.2,97,,self-signed,1,29,TS1_CPU DP40,,S C-J6L503282017,TRUE,0.455749989,"Static Links
Telia Eesti AS
Mustamae tee 3
Tallinn",estpak.ee,242-137-159-217.sta.estpak.ee,Telia Eesti AS,Telia Eesti AS,Tallinn,Estonia,59.4339,24.7281,,
742,unknown,FALSE,telecom,Linux,Linux 2.6.18,91,,self-signed,1,23,51PA131317C,,S C-E9U838402014,TRUE,0.408500016,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,pd907f3bc.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Burgschwalbach,Germany,50.2833,8.0833,,
743,other,FALSE,telecom,proprietary,Blue Coat PacketShaper appliance,85,,vpn,0,23,S06460,,S C-HOMS07602016,TRUE,0.401250005,Schroth GmbH,,,Deutsche Telekom AG,Schroth GmbH,,Germany,51.2993,9.491,,
744,ICS,FALSE,telecom,Linux,Linux 3.11 - 4.1,91,,"ics,self-signed",2,26,Kirchberg_PW,,S C-X7U174582009,TRUE,0.676750004,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,pd95c0141.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Frankfurt am Main,Germany,50.1605,8.6684,,
745,unknown,FALSE,telecom,Windows,Microsoft Windows XP SP3,87,,,2,27,SIMATIC 300(1),,S C-B1T455162011,TRUE,0.440999985,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Maintal,Germany,50.15,8.8333,,
746,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,88,,"ics,self-signed",1,24,SIMATIC 300,,,TRUE,0.472750008,"Deutsche Telekom AG
T-DSL Business static dial-up","t-ipconnect.de,fritz.box,myfritz.net,myfritz.box","fritz.box,myfritz.box,www.myfritz.box,pd95be057.dip0.t-ipconnect.de,www.fritz.box,2jqplmlnkriygoo4.myfritz.net",Deutsche Telekom AG,Deutsche Telekom AG,Buerstadt,Germany,49.6427,8.4594,,
747,unknown,FALSE,telecom,Linux,Linux 3.6,86,,,1,25,WT Hartwald,,S C-F7EE01022015,TRUE,0.456999958,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Rüdesheim an der Nahe,Germany,49.85,7.8167,,
748,unknown,FALSE,telecom,Unix,FreeBSD 10.3-STABLE,87,Windows,"ics,self-signed",2,28,,,,TRUE,0.440249979,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,pd95ca877.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Rehna,Germany,53.7788,11.0493,,
749,unknown,FALSE,telecom,Linux,Linux 3.6,89,,,1,30,,,,TRUE,0.453499973,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Berlin,Germany,52.5123,13.4394,,
750,other,FALSE,telecom,proprietary,Check Point UTM-1 Edge X firewall,100,,ics,0,19,S7300/ET200M station_1,,S C-J5S526902017,TRUE,0.120500028,"CHINANET Anhui province network
Data Communication Division
China Telecom",,,CHINANET-BACKBONE,CHINANET Anhui province network,,China,31.8639,117.2808,,
751,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,0,30,BASE DIR R61.2,,S C-F2TB47182015,TRUE,1.150250018,skyDSL customers IT,,,,,,Italy,43.1479,12.1097,,
752,other,FALSE,telecom,proprietary,Cisco Adaptive Security Appliance (ASA 8.4),85,,,3,23,STD-K60 R51.0T,,S C-D9UC62192013,TRUE,1.158250034,skyDSL customers IT,skydsl.it,37-247-87-9.staticip.skydsl.it,Envia Tel GmbH,skyDSL customers IT,,Italy,43.1479,12.1097,,
753,other,FALSE,telecom,proprietary,OneAccess 1641 router,86,,"ics,vpn",4,30,R51.0 Thies,,S C-HNL572912016,TRUE,2.218249977,skyDSL customers IT,skydsl.it,37-247-87-73.staticip.skydsl.it,Envia Tel GmbH,skyDSL customers IT,,Italy,43.1479,12.1097,,
754,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,2,30,BASE DIR R61.2,,S C-E6W042552014,TRUE,1.110499978,skyDSL customers IT,,,,,,Italy,43.1479,12.1097,,
755,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,"ics,self-signed",2,30,BASE DIR R61.2,,S C-D2TJ23312013,TRUE,1.136000037,skyDSL customers IT,skydsl.it,37-247-92-128.staticip.skydsl.it,Envia Tel GmbH,skyDSL customers IT,,Germany,51.2993,9.491,CVE-2022-32548,
756,other,FALSE,telecom,proprietary,Cisco Adaptive Security Appliance (ASA 8.4),85,,"ics,vpn,self-signed",3,20,BASE DIR R61.2,,S C-D2TJ29162013,TRUE,1.054499984,skyDSL customers IT,skydsl.it,37-247-92-13.staticip.skydsl.it,Envia Tel GmbH,skyDSL customers IT,,Germany,51.2993,9.491,CVE-2022-32548,
757,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,3,29,BASE DIR R61.2,,S C-D9UC60492013,TRUE,1.404750049,skyDSL customers IT,,,,,,Germany,51.2993,9.491,,
758,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,0,26,BASE DIR R61.1,,S C-F2V302212015,TRUE,1.644500017,skyDSL customers IT,,,,,,Germany,51.2993,9.491,,
759,ICS,FALSE,industry,Linux,Linux 3.2 - 3.8,89,,ics,2,28,Stazione SIMATIC 300,,S C-E3T885952014,TRUE,0.453750014,"VAFO PRAHA, s.r.o.
Chrastany 94
Chrastany, 25219
Czech Republic",,,WIA spol. s.r.o.,"VAFO PRAHA, s.r.o.",,Czechia,50.0848,14.4112,,
760,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,,2,30,BASE DIR R61.2,,S C-D9U832772013,TRUE,2.227999985,skyDSL customers IT,,,,,,Germany,51.2993,9.491,,
761,other,FALSE,telecom,proprietary,OneAccess 1641 router,86,,,4,30,R51.0 Thies,,S C-H6C572252016,TRUE,1.195749998,skyDSL customers IT,,,,,,Germany,51.2993,9.491,,
762,other,FALSE,telecom,proprietary,OneAccess 1641 router,86,,,4,27,BASE DIR R61.2,,S C-D5UF00062013,TRUE,1.320250034,skyDSL customers IT,,,,,,Germany,51.2993,9.491,,
